System_Ref,FIS_Provider_Name,Upload_to_FIDy,Level_1_Description,Level_2_Description,Level_3_Description
10667,Vauxhall Park,FSD,Families,"Education, Schools and Learning",Out of school tuition
10667,Vauxhall Park,FSD,SEND Local Offer,Activities and things to do,Parks and playgrounds
10667,Vauxhall Park,FSD,Young People,Activities and things to do,Parks and playgrounds
10667,Vauxhall Park,FSD,Young People,"Education, Schools and Learning",Out of school tuition
10668,Vauxhall Pleasure Gardens,FSD,Families,Activities and things to do,Parks and playgrounds
10668,Vauxhall Pleasure Gardens,FSD,SEND Local Offer,Activities and things to do,Parks and playgrounds
10668,Vauxhall Pleasure Gardens,FSD,Young People,Activities and things to do,Parks and playgrounds
10670,Pro Touch S.A. Academy Of Excellence,FSD,Families,Activities and things to do,Holiday activities
10670,Pro Touch S.A. Academy Of Excellence,FSD,Families,Activities and things to do,Sports
10670,Pro Touch S.A. Academy Of Excellence,FSD,SEND Local Offer,Activities and things to do,Holiday activities
10670,Pro Touch S.A. Academy Of Excellence,FSD,SEND Local Offer,Activities and things to do,Sports
10670,Pro Touch S.A. Academy Of Excellence,FSD,Young People,Activities and things to do,Holiday activities
10670,Pro Touch S.A. Academy Of Excellence,FSD,Young People,Activities and things to do,Sports
10672,Baytree Youth Service,FSD,SEND Local Offer,Activities and things to do,Youth clubs
10672,Baytree Youth Service,FSD,SEND Local Offer,Activities and things to do,Creative Arts and Multimedia
10672,Baytree Youth Service,FSD,SEND Local Offer,Getting into employment or training,Learning English
10672,Baytree Youth Service,FSD,SEND Local Offer,Getting into employment or training,Courses for young adults
10672,Baytree Youth Service,FSD,Young People,Activities and things to do,Youth clubs
10672,Baytree Youth Service,FSD,Young People,Activities and things to do,Creative Arts and Multimedia
10672,Baytree Youth Service,FSD,Young People,Getting into employment or training,Learning English
10672,Baytree Youth Service,FSD,Young People,Getting into employment or training,Courses for young adults
10689,Baby Sensory Play At Stockwell Children's Centre,FSD,Families,Children’s Centres and One O’ Clock Clubs,Stay and play
10689,Baby Sensory Play At Stockwell Children's Centre,FSD,Families,Early Learning and childcare,Stay and play
10689,Baby Sensory Play At Stockwell Children's Centre,FSD,Families,Better Start areas,Better Start Brixton Stockwell
10689,Baby Sensory Play At Stockwell Children's Centre,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Stay and play
10689,Baby Sensory Play At Stockwell Children's Centre,FSD,SEND Local Offer,Early Learning and childcare,Stay and play
10689,Baby Sensory Play At Stockwell Children's Centre,FSD,SEND Local Offer,Better Start areas,Better Start Brixton Stockwell
10693,Chat And Play With A Better Start Worker At Sunnyhill Children's Centre,FSD,Families,Children’s Centres and One O’ Clock Clubs,Stay and play
10693,Chat And Play With A Better Start Worker At Sunnyhill Children's Centre,FSD,Families,Early Learning and childcare,Stay and play
10693,Chat And Play With A Better Start Worker At Sunnyhill Children's Centre,FSD,Families,Better Start areas,Better Start Streatham
10693,Chat And Play With A Better Start Worker At Sunnyhill Children's Centre,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Stay and play
10693,Chat And Play With A Better Start Worker At Sunnyhill Children's Centre,FSD,SEND Local Offer,Early Learning and childcare,Stay and play
10693,Chat And Play With A Better Start Worker At Sunnyhill Children's Centre,FSD,SEND Local Offer,Better Start areas,Better Start Streatham
10708,Wheels For Well Being S.E.N.D Sunday Cycling Sessions,FSD,Families,Activities and things to do,Sports
10708,Wheels For Well Being S.E.N.D Sunday Cycling Sessions,FSD,SEND Local Offer,Activities and things to do,Sports
10708,Wheels For Well Being S.E.N.D Sunday Cycling Sessions,FSD,Young People,Activities and things to do,Sports
10709,Disability Sports Coach,FSD,Families,Activities and things to do,Holiday activities
10709,Disability Sports Coach,FSD,Families,Activities and things to do,Sports
10709,Disability Sports Coach,FSD,SEND Local Offer,Activities and things to do,Holiday activities
10709,Disability Sports Coach,FSD,SEND Local Offer,Activities and things to do,Sports
10709,Disability Sports Coach,FSD,Young People,Activities and things to do,Sports
10726,"The Rose Arts London - Dance, Drama School And Talent Agency",FSD,Families,Activities and things to do,"Music, dance and drama"
10726,"The Rose Arts London - Dance, Drama School And Talent Agency",FSD,Families,Activities and things to do,Theatre and Performing Arts
10726,"The Rose Arts London - Dance, Drama School And Talent Agency",FSD,SEND Local Offer,Activities and things to do,"Music, dance and drama"
10726,"The Rose Arts London - Dance, Drama School And Talent Agency",FSD,SEND Local Offer,Activities and things to do,Theatre and Performing Arts
10726,"The Rose Arts London - Dance, Drama School And Talent Agency",FSD,Young People,Activities and things to do,"Music, dance and drama"
10726,"The Rose Arts London - Dance, Drama School And Talent Agency",FSD,Young People,Activities and things to do,Theatre and Performing Arts
10746,Norwood Park Stay And Play One O'Clock Club,FSD,Families,Children’s Centres and One O’ Clock Clubs,Stay and Play one o'clock clubs
10746,Norwood Park Stay And Play One O'Clock Club,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Stay and Play one o'clock clubs
10747,Mud Club at The Spinney,FSD,Families,Activities and things to do,Parent and toddler groups
10747,Mud Club at The Spinney,FSD,Families,Children’s Centres and One O’ Clock Clubs,Stay and play
10747,Mud Club at The Spinney,FSD,Families,Children’s Centres and One O’ Clock Clubs,Stay and Play one o'clock clubs
10747,Mud Club at The Spinney,FSD,SEND Local Offer,Activities and things to do,Parent and toddler groups
10747,Mud Club at The Spinney,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Stay and play
10747,Mud Club at The Spinney,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Stay and Play one o'clock clubs
10753,C.E.F. Lyncx - Creative Step (Creative Saturday The Extra Project),FSD,Families,Activities and things to do,"Music, dance and drama"
10753,C.E.F. Lyncx - Creative Step (Creative Saturday The Extra Project),FSD,Families,Activities and things to do,Creative Arts and Multimedia
10753,C.E.F. Lyncx - Creative Step (Creative Saturday The Extra Project),FSD,Families,"Education, Schools and Learning",Volunteering and work experience
10753,C.E.F. Lyncx - Creative Step (Creative Saturday The Extra Project),FSD,SEND Local Offer,Activities and things to do,"Music, dance and drama"
10753,C.E.F. Lyncx - Creative Step (Creative Saturday The Extra Project),FSD,SEND Local Offer,Activities and things to do,Creative Arts and Multimedia
10753,C.E.F. Lyncx - Creative Step (Creative Saturday The Extra Project),FSD,SEND Local Offer,"Education, Schools and Learning",Volunteering and work experience
10753,C.E.F. Lyncx - Creative Step (Creative Saturday The Extra Project),FSD,Young People,Activities and things to do,"Music, dance and drama"
10753,C.E.F. Lyncx - Creative Step (Creative Saturday The Extra Project),FSD,Young People,Activities and things to do,Creative Arts and Multimedia
10753,C.E.F. Lyncx - Creative Step (Creative Saturday The Extra Project),FSD,Young People,"Education, Schools and Learning",Volunteering and work experience
10753,C.E.F. Lyncx - Creative Step (Creative Saturday The Extra Project),FSD,Young People,Getting into employment or training,Volunteering and work experience
10759,Messy Play At Clapham Manor Children's Centre,FSD,Families,Children’s Centres and One O’ Clock Clubs,Stay and play
10759,Messy Play At Clapham Manor Children's Centre,FSD,Families,Children’s Centres and One O’ Clock Clubs,Stay and Play one o'clock clubs
10759,Messy Play At Clapham Manor Children's Centre,FSD,Families,Better Start areas,Better Start Clapham Brixton Hill
10759,Messy Play At Clapham Manor Children's Centre,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Stay and play
10759,Messy Play At Clapham Manor Children's Centre,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Stay and Play one o'clock clubs
10759,Messy Play At Clapham Manor Children's Centre,FSD,SEND Local Offer,Better Start areas,Better Start Clapham Brixton Hill
10792,Women's Group At Tree House Children's Centre,FSD,Families,Children’s Centres and One O’ Clock Clubs,Family learning
10792,Women's Group At Tree House Children's Centre,FSD,Families,Children’s Centres and One O’ Clock Clubs,Courses for adults
10792,Women's Group At Tree House Children's Centre,FSD,Families,"Training, employment and education for adults",Family learning
10792,Women's Group At Tree House Children's Centre,FSD,Families,"Training, employment and education for adults",Courses for adults
10792,Women's Group At Tree House Children's Centre,FSD,Families,Better Start areas,Better Start Clapham Brixton Hill
10792,Women's Group At Tree House Children's Centre,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Family learning
10792,Women's Group At Tree House Children's Centre,FSD,SEND Local Offer,Better Start areas,Better Start Clapham Brixton Hill
10794,Baby And Us,FSD,Families,Children’s Centres and One O’ Clock Clubs,Parenting support
10794,Baby And Us,FSD,Families,Support and advice services,Parenting support
10794,Baby And Us,FSD,SEND Local Offer,Children’s Centres and One O’ Clock Clubs,Parenting support
10794,Baby And Us,FSD,SEND Local Offer,Support and advice services,Parenting support
10795,Living With Teenagers,FSD,Families,Children’s Centres and One O’ Clock Clubs,Courses for adults
10795,Living With Teenagers,FSD,Families,Children’s Centres and One O’ Clock Clubs,Parenting support
10795,Living With Teenagers,FSD,Families,Support and advice services,Parenting support
10796,"Intro To Strenghtening Families, Strengthening Communities",FSD,Families,Children’s Centres and One O’ Clock Clubs,Courses for adults
10796,"Intro To Strenghtening Families, Strengthening Communities",FSD,Families,Children’s Centres and One O’ Clock Clubs,Parenting support
10796,"Intro To Strenghtening Families, Strengthening Communities",FSD,Families,Support and advice services,Parenting support
10796,"Intro To Strenghtening Families, Strengthening Communities",FSD,Families,Support and advice services,Early help
10797,Henry Healthy Families Programme,FSD,Families,Children’s Centres and One O’ Clock Clubs,Courses for adults
10797,Henry Healthy Families Programme,FSD,Families,Children’s Centres and One O’ Clock Clubs,Parenting support
10797,Henry Healthy Families Programme,FSD,Families,Support and advice services,Parenting support
10797,Henry Healthy Families Programme,FSD,Families,Support and advice services,Early help
10809,Lambeth Parent Forum,FSD,Families,Support and advice services,Parenting support – SEND
10809,Lambeth Parent Forum,FSD,SEND Local Offer,Support and advice services,
10809,Lambeth Parent Forum,FSD,SEND Local Offer,Support and advice services,"Lambeth Information, Advice and Support (IASS)"
10811,Springfield Community Flat Youth Club,FSD,Families,Activities and things to do,Youth clubs
10811,Springfield Community Flat Youth Club,FSD,SEND Local Offer,Activities and things to do,Youth clubs
10811,Springfield Community Flat Youth Club,FSD,Young People,Activities and things to do,
10811,Springfield Community Flat Youth Club,FSD,Young People,Activities and things to do,Youth clubs
10814,St Helens Catholic School Breakfast Club,FSD,Families,Early Learning and childcare,Breakfast and after school clubs
10814,St Helens Catholic School Breakfast Club,FSD,SEND Local Offer,Early Learning and childcare,Breakfast and after school clubs
10823,Escalate Football Development Programme (5 - 11 Years Old),FSD,Families,Activities and things to do,Sports
10823,Escalate Football Development Programme (5 - 11 Years Old),FSD,SEND Local Offer,Activities and things to do,Sports
10823,Escalate Football Development Programme (5 - 11 Years Old),FSD,Young People,Activities and things to do,Sports
10827,"Lambeth Noise, Nuisance, Anti Social Behaviour And Safety - Vawg",FSD,Families,Support and advice services,Services to support around domestic abuse
